pc,caller_label,mnemonic,target,instruction
0C1A,L0C14,LCALL,L3BAD,LCALL L3BAD
0C1D,L0C14,JZ,L0C2A,JZ L0C2A
0C1F,L0C14,CJNE,L0C2A,"CJNE R4,#01h,L0C2A"
0C24,L0C14,LCALL,L3B91,LCALL L3B91
0C27,L0C14,LJMP,L585F,LJMP L585F
0C2D,L0C2A,LCALL,L3C05,LCALL L3C05
0C32,L0C2A,LCALL,L3AFE,LCALL L3AFE
0C37,L0C2A,LCALL,L034F,LCALL L034F
0C3C,L0C2A,LJMP,L585F,LJMP L585F
0C3F,L0C3F,LCALL,L15BA,LCALL L15BA
0C42,L0C3F,LCALL,L3C0F,LCALL L3C0F
0C45,L0C3F,LCALL,L155F,LCALL L155F
0C4D,L0C3F,LCALL,L03D3,LCALL L03D3
0C52,L0C3F,CJNE,L0C5A,"CJNE A,#01h,L0C5A"
0C57,L0C3F,LJMP,L0C5C,LJMP L0C5C
0C5E,L0C5C,LCALL,L0355,LCALL L0355
0C66,L0C5C,LJMP,L585F,LJMP L585F
0C69,L0C69,CJNE,L0C7C,"CJNE A,#09h,L0C7C"
0C6E,L0C69,JZ,L0C79,JZ L0C79
0C70,L0C69,LCALL,L156D,LCALL L156D
0C73,L0C69,JZ,L0C79,JZ L0C79
0C77,L0C69,SJMP,L0C08,SJMP L0C08
0C79,L0C79,LJMP,L585F,LJMP L585F
0C7C,L0C7C,LJMP,L09B8,LJMP L09B8
0C81,L0C7F,CJNE,L0C8C,"CJNE A,#2Fh,L0C8C"
0C89,L0C7F,LJMP,L585F,LJMP L585F
0C8C,L0C8C,CJNE,L0CA3,"CJNE A,#02h,L0CA3"
0C8F,L0C8C,JB,L0CA6,"JB 2Ch.1,L0CA6"
0C92,L0C8C,LCALL,L1551,LCALL L1551
0C9A,L0C8C,LCALL,L3B08,LCALL L3B08
0C9D,L0C8C,LCALL,L3AB0,LCALL L3AB0
0CA0,L0C8C,LJMP,L585F,LJMP L585F
0CA3,L0CA3,CJNE,L0CA9,"CJNE A,#3Dh,L0CA9"
0CA6,L0CA6,LJMP,L0BEC,LJMP L0BEC
0CA9,L0CA9,CJNE,L0CBA,"CJNE A,#20h,L0CBA"
0CAE,L0CAC,JZ,L0CB7,JZ L0CB7
0CB4,L0CAC,LCALL,L15D5,LCALL L15D5
0CB7,L0CB7,LJMP,L585F,LJMP L585F
0CBA,L0CBA,CJNE,L0CC1,"CJNE A,#08h,L0CC1"
0CBF,L0CBA,SJMP,L0CAC,SJMP L0CAC
0CC1,L0CC1,CJNE,L0CE9,"CJNE A,#01h,L0CE9"
0CC4,L0CC1,LCALL,L1551,LCALL L1551
0CCC,L0CC1,LCALL,L3C07,LCALL L3C07
0CCF,L0CCF,LCALL,L155F,LCALL L155F
0CD2,L0CCF,CJNE,L0CD8,"CJNE R2,#02h,L0CD8"
0CD5,L0CCF,LJMP,L0CDB,LJMP L0CDB
0CD8,L0CD8,CJNE,L0CEC,"CJNE R2,#03h,L0CEC"
0CE0,L0CDB,LCALL,L3A6D,LCALL L3A6D
0CE6,L0CDB,LJMP,L585F,LJMP L585F
0CE9,L0CE9,LJMP,L09E2,LJMP L09E2
0CEC,L0CEC,LJMP,L0C3F,LJMP L0C3F
0CF1,L0CEF,CJNE,L0CFC,"CJNE A,#2Fh,L0CFC"
0CF9,L0CEF,LJMP,L585F,LJMP L585F
0CFC,L0CFC,CJNE,L0D10,"CJNE A,#02h,L0D10"
0CFF,L0CFC,JB,L0D13,"JB 2Ch.1,L0D13"
0D02,L0CFC,LCALL,L155F,LCALL L155F
0D0A,L0CFC,LCALL,L3AB0,LCALL L3AB0
0D0D,L0CFC,LJMP,L585F,LJMP L585F
0D10,L0D10,CJNE,L0D16,"CJNE A,#3Dh,L0D16"
0D13,L0D13,LJMP,L0BEC,LJMP L0BEC
0D16,L0D16,CJNE,L0D27,"CJNE A,#20h,L0D27"
0D1B,L0D16,JZ,L0D24,JZ L0D24
0D21,L0D16,LCALL,L15D5,LCALL L15D5
0D24,L0D24,LJMP,L585F,LJMP L585F
0D27,L0D27,CJNE,L0D45,"CJNE A,#01h,L0D45"
0D2C,L0D27,CJNE,L0D37,"CJNE A,#0Bh,L0D37"
0D31,L0D27,LCALL,L3B91,LCALL L3B91
0D34,L0D27,LJMP,L585F,LJMP L585F
0D37,L0D37,LCALL,L155F,LCALL L155F
0D3F,L0D37,LCALL,L3C07,LCALL L3C07
0D42,L0D37,LJMP,L0C3F,LJMP L0C3F
0D45,L0D45,LJMP,L09E2,LJMP L09E2
0D4A,L0D48,CJNE,L0D55,"CJNE A,#2Fh,L0D55"
0D52,L0D48,LJMP,L585F,LJMP L585F
0D55,L0D55,CJNE,L0D6A,"CJNE A,#02h,L0D6A"
0D58,L0D55,JB,L0D81,"JB 2Ch.1,L0D81"
0D5B,L0D55,LCALL,L3B10,LCALL L3B10
0D5E,L0D55,LCALL,L384B,LCALL L384B
0D64,L0D55,LCALL,L3AAE,LCALL L3AAE
0D67,L0D55,LJMP,L585F,LJMP L585F
0D6A,L0D6A,CJNE,L0D7E,"CJNE A,#09h,L0D7E"
0D6F,L0D6A,JZ,L0D7B,JZ L0D7B
0D71,L0D6A,LCALL,L156D,LCALL L156D
0D74,L0D6A,JZ,L0D7B,JZ L0D7B
0D78,L0D6A,LJMP,L0D8B,LJMP L0D8B
0D7B,L0D7B,LJMP,L585F,LJMP L585F
0D7E,L0D7E,CJNE,L0D84,"CJNE A,#3Dh,L0D84"
0D81,L0D81,LJMP,L0BEC,LJMP L0BEC
0D84,L0D84,CJNE,L0D98,"CJNE A,#20h,L0D98"
0D89,L0D84,JZ,L0D95,JZ L0D95
0D8B,L0D8B,LCALL,L3B10,LCALL L3B10
0D92,L0D8B,LCALL,L15D5,LCALL L15D5
0D95,L0D95,LJMP,L585F,LJMP L585F
0D98,L0D98,CJNE,L0DCC,"CJNE A,#01h,L0DCC"
0D9B,L0D98,LCALL,L384B,LCALL L384B
0D9E,L0D98,LCALL,L3BAD,LCALL L3BAD
0DA1,L0D98,CJNE,L0DAC,"CJNE R4,#01h,L0DAC"
0DA6,L0D98,LCALL,L3B91,LCALL L3B91
0DA9,L0D98,LJMP,L585F,LJMP L585F
0DAF,L0DAC,LCALL,L3C05,LCALL L3C05
0DB2,L0DB2,LCALL,L3B08,LCALL L3B08
0DB5,L0DB2,LCALL,L1551,LCALL L1551
0DB8,L0DB2,CJNE,L0DC9,"CJNE R2,#03h,L0DC9"
0DC0,L0DB2,LCALL,L3A6D,LCALL L3A6D
0DC6,L0DB2,LJMP,L585F,LJMP L585F
0DC9,L0DC9,LJMP,L0CCF,LJMP L0CCF
0DCC,L0DCC,LJMP,L09E2,LJMP L09E2
0DD1,L0DCF,CJNE,L0DDC,"CJNE A,#2Fh,L0DDC"
0DD9,L0DCF,LJMP,L585F,LJMP L585F
0DDC,L0DDC,CJNE,L0DF1,"CJNE A,#02h,L0DF1"
0DDF,L0DDC,JB,L0DF4,"JB 2Ch.1,L0DF4"
0DE2,L0DDC,LCALL,L3B18,LCALL L3B18
0DE5,L0DDC,LCALL,L3854,LCALL L3854
0DEB,L0DDC,LCALL,L3AAE,LCALL L3AAE
0DEE,L0DDC,LJMP,L585F,LJMP L585F
0DF1,L0DF1,CJNE,L0DF7,"CJNE A,#3Dh,L0DF7"
0DF4,L0DF4,LJMP,L0BEC,LJMP L0BEC
0DF7,L0DF7,CJNE,L0E0B,"CJNE A,#20h,L0E0B"
0DFC,L0DF7,JZ,L0E08,JZ L0E08
0DFE,L0DF7,LCALL,L3B18,LCALL L3B18
0E05,L0DF7,LCALL,L15D5,LCALL L15D5
0E08,L0E08,LJMP,L585F,LJMP L585F
0E0B,L0E0B,CJNE,L0E3D,"CJNE A,#01h,L0E3D"
0E0E,L0E0B,LCALL,L3854,LCALL L3854
0E11,L0E0B,LCALL,L3BAD,LCALL L3BAD
0E14,L0E0B,JZ,L0E21,JZ L0E21
0E16,L0E0B,CJNE,L0E21,"CJNE R4,#01h,L0E21"
0E1B,L0E0B,LCALL,L3B91,LCALL L3B91
0E1E,L0E0B,LJMP,L585F,LJMP L585F
0E24,L0E21,LCALL,L3C05,LCALL L3C05
0E27,L0E27,LCALL,L384B,LCALL L384B
0E2A,L0E27,JNZ,L0E2E,JNZ L0E2E
0E2C,L0E27,SJMP,L0DB2,SJMP L0DB2
0E2E,L0E2E,LCALL,L3B10,LCALL L3B10
0E34,L0E2E,LCALL,L3A6B,LCALL L3A6B
0E3A,L0E2E,LJMP,L585F,LJMP L585F
0E3D,L0E3D,LJMP,L09E2,LJMP L09E2
0E42,L0E40,CJNE,L0E4D,"CJNE A,#2Fh,L0E4D"
0E4A,L0E40,LJMP,L585F,LJMP L585F
0E4D,L0E4D,CJNE,L0E62,"CJNE A,#02h,L0E62"
0E50,L0E4D,JB,L0E65,"JB 2Ch.1,L0E65"
0E53,L0E4D,LCALL,L3B31,LCALL L3B31
0E56,L0E4D,LCALL,L386F,LCALL L386F
0E5C,L0E4D,LCALL,L3AAE,LCALL L3AAE
0E5F,L0E4D,LJMP,L585F,LJMP L585F
0E62,L0E62,CJNE,L0E68,"CJNE A,#3Dh,L0E68"
0E65,L0E65,LJMP,L0BEC,LJMP L0BEC
0E68,L0E68,CJNE,L0E89,"CJNE A,#20h,L0E89"
0E6D,L0E68,JZ,L0E7C,JZ L0E7C
0E6F,L0E68,LCALL,L3B31,LCALL L3B31
0E76,L0E68,LCALL,L15D5,LCALL L15D5
0E79,L0E68,LJMP,L585F,LJMP L585F
0E7C,L0E7C,JB,L0E86,"JB 29h.4,L0E86"
0E7F,L0E7C,LCALL,L3B31,LCALL L3B31
0E86,L0E86,LJMP,L585F,LJMP L585F
0E89,L0E89,CJNE,L0EB5,"CJNE A,#01h,L0EB5"
0E8C,L0E89,LCALL,L3BC3,LCALL L3BC3
0E8F,L0E89,JNZ,L0E99,JNZ L0E99
0E93,L0E89,LCALL,L3B91,LCALL L3B91
0E96,L0E89,LJMP,L585F,LJMP L585F
0E9C,L0E99,LCALL,L3C05,LCALL L3C05
0E9F,L0E9F,LCALL,L3854,LCALL L3854
0EA2,L0E9F,JNZ,L0EA6,JNZ L0EA6
0EA4,L0E9F,SJMP,L0E27,SJMP L0E27
0EA6,L0EA6,LCALL,L3B18,LCALL L3B18
0EAC,L0EA6,LCALL,L3A6B,LCALL L3A6B
0EB2,L0EA6,LJMP,L0A7B,LJMP L0A7B
0EB5,L0EB5,LJMP,L09E2,LJMP L09E2
0EBA,L0EB8,CJNE,L0EC5,"CJNE A,#2Fh,L0EC5"
0EC2,L0EB8,LJMP,L0A7B,LJMP L0A7B
0EC5,L0EC5,CJNE,L0EFF,"CJNE A,#20h,L0EFF"
0ECA,L0EC5,JZ,L0EEF,JZ L0EEF
0ED0,L0EC5,LCALL,L15D5,LCALL L15D5
0EDD,L0ED3,LCALL,L038F,LCALL L038F
0EE0,L0ED3,JB,L0EEC,"JB 2Dh.6,L0EEC"
0EEC,L0EEC,LJMP,L585F,LJMP L585F
0EEF,L0EEF,LCALL,L1596,LCALL L1596
0EF6,L0EEF,LCALL,L3AB0,LCALL L3AB0
0EFD,L0EEF,SJMP,L0ED3,SJMP L0ED3
0EFF,L0EFF,CJNE,L0F1E,"CJNE A,#02h,L0F1E"
0F15,L0F11,LCALL,L0355,LCALL L0355
0F1B,L0F11,LJMP,L585F,LJMP L585F
0F1E,L0F1E,CJNE,L0F23,"CJNE A,#3Dh,L0F23"
0F21,L0F1E,SJMP,L0F11,SJMP L0F11
0F23,L0F23,CJNE,L0F2C,"CJNE A,#3Eh,L0F2C"
0F29,L0F23,LJMP,L585F,LJMP L585F
0F2C,L0F2C,LJMP,L09B8,LJMP L09B8
0F31,L0F2F,LCALL,L3BEC,LCALL L3BEC
0F34,L0F2F,JNZ,L0F3B,JNZ L0F3B
0F38,L0F2F,LJMP,L0F46,LJMP L0F46
0F3D,L0F3B,LCALL,L045A,LCALL L045A
0F46,L0F46,LCALL,L0355,LCALL L0355
0F4C,L0F46,LJMP,L585F,LJMP L585F
0F51,L0F4F,CJNE,L0F64,"CJNE A,#3Eh,L0F64"
0F56,L0F4F,LCALL,L0410,LCALL L0410
0F59,L0F4F,LCALL,L045A,LCALL L045A
0F5E,L0F4F,LCALL,L0355,LCALL L0355
0F64,L0F64,LJMP,L585F,LJMP L585F
0F69,L0F67,CJNE,L0F74,"CJNE A,#2Fh,L0F74"
0F71,L0F67,LJMP,L585F,LJMP L585F
0F74,L0F74,CJNE,L0F7C,"CJNE A,#02h,L0F7C"
0F79,L0F74,LJMP,L0F8E,LJMP L0F8E
0F7C,L0F7C,CJNE,L0F9B,"CJNE A,#3Dh,L0F9B"
0F85,L0F7C,JZ,L0F8E,JZ L0F8E
0F8B,L0F7C,LCALL,L0355,LCALL L0355
0F92,L0F8E,LCALL,L0355,LCALL L0355
0F98,L0F8E,LJMP,L585F,LJMP L585F
0F9B,L0F9B,CJNE,L0FAD,"CJNE A,#04h,L0FAD"
0F9E,L0F9B,LCALL,L384B,LCALL L384B
0FA1,L0F9B,LCALL,L3BAD,LCALL L3BAD
0FA4,L0F9B,CJNE,L0FAD,"CJNE R4,#00h,L0FAD"
0FAA,L0F9B,LJMP,L08F8,LJMP L08F8
0FAD,L0FAD,LJMP,L09B8,LJMP L09B8
0FB2,L0FB0,CJNE,L0FBB,"CJNE A,#40h,L0FBB"
0FB8,L0FB0,LJMP,L585F,LJMP L585F
0FBB,L0FBB,CJNE,L0FCF,"CJNE A,#01h,L0FCF"
0FC2,L0FBB,JZ,L0FC8,JZ L0FC8
0FC6,L0FBB,JNZ,L0FCC,JNZ L0FCC
0FCC,L0FCC,LJMP,L585F,LJMP L585F
0FCF,L0FCF,CJNE,L0FEF,"CJNE A,#3Fh,L0FEF"
0FDB,L0FCF,LCALL,L384B,LCALL L384B
0FE1,L0FCF,LCALL,L3A6B,LCALL L3A6B
0FEC,L0FCF,LJMP,L585F,LJMP L585F
0FEF,L0FEF,CJNE,L0FF4,"CJNE A,#3Dh,L0FF4"
0FF2,L0FEF,SJMP,L0F8E,SJMP L0F8E
0FF4,L0FF4,CJNE,L1001,"CJNE A,#02h,L1001"
0FFE,L0FF4,LJMP,L585F,LJMP L585F
1001,L1001,CJNE,L100D,"CJNE A,#29h,L100D"
1004,L1001,LCALL,L37C9,LCALL L37C9
100A,L1001,LJMP,L585F,LJMP L585F
100D,L100D,CJNE,L101C,"CJNE A,#04h,L101C"
1012,L100D,CJNE,L101C,"CJNE A,#0Fh,L101C"
1019,L100D,LJMP,L585F,LJMP L585F
101C,L101C,LJMP,L09B8,LJMP L09B8
1021,L101F,CJNE,L1031,"CJNE A,#3Eh,L1031"
1026,L101F,LCALL,L0355,LCALL L0355
102E,L101F,LJMP,L585F,LJMP L585F
1031,L1031,CJNE,L1039,"CJNE A,#3Ch,L1039"
1036,L1031,LJMP,L103C,LJMP L103C
1039,L1039,CJNE,L1051,"CJNE A,#7Fh,L1051"
103E,L103C,LCALL,L384B,LCALL L384B
1041,L103C,JZ,L1049,JZ L1049
1043,L103C,LCALL,L3ADC,LCALL L3ADC
1046,L103C,LJMP,L585F,LJMP L585F
104E,L1049,LJMP,L585F,LJMP L585F
1051,L1051,CJNE,L1059,"CJNE A,#02h,L1059"
1056,L1051,LJMP,L105C,LJMP L105C
1059,L1059,CJNE,L1071,"CJNE A,#3Dh,L1071"
105E,L105C,LCALL,L380A,LCALL L380A
1068,L105C,JNB,L106E,"JNB ACC.0,L106E"
106B,L105C,LJMP,L0821,LJMP L0821
106E,L106E,LJMP,L585F,LJMP L585F
1071,L1071,CJNE,L108A,"CJNE A,#01h,L108A"
1074,L1071,LCALL,L3885,LCALL L3885
1077,L1071,JZ,L10A5,JZ L10A5
107B,L1071,LCALL,L3B56,LCALL L3B56
1081,L1071,LCALL,L3AAE,LCALL L3AAE
1087,L1071,LJMP,L585F,LJMP L585F
108A,L108A,CJNE,L109A,"CJNE A,#2Fh,L109A"
108D,L108A,JB,L1092,"JB 27h.3,L1092"
1090,L108A,SJMP,L103C,SJMP L103C
1097,L1092,LJMP,L0A7B,LJMP L0A7B
109A,L109A,CJNE,L10A5,"CJNE A,#04h,L10A5"
10A2,L109A,LCALL,L3991,LCALL L3991
10A5,L10A5,LJMP,L0A7B,LJMP L0A7B
10AA,L10A8,CJNE,L10BF,"CJNE A,#02h,L10BF"
10AF,L10A8,JNB,L10C2,"JNB 2Ch.1,L10C2"
10BC,L10A8,LJMP,L110E,LJMP L110E
10BF,L10BF,CJNE,L10CE,"CJNE A,#3Dh,L10CE"
10C2,L10C2,LCALL,L3885,LCALL L3885
10C5,L10C2,LCALL,L3B56,LCALL L3B56
10C8,L10C2,LCALL,L3AAE,LCALL L3AAE
10CB,L10C2,LJMP,L110E,LJMP L110E
10CE,L10CE,CJNE,L10FB,"CJNE A,#01h,L10FB"
10D1,L10CE,LCALL,L38A7,LCALL L38A7
10D4,L10CE,JZ,L10F3,JZ L10F3
10DC,L10CE,LCALL,L384B,LCALL L384B
10DF,L10CE,JNZ,L10E4,JNZ L10E4
10E1,L10CE,LJMP,L105C,LJMP L105C
10E4,L10E4,LCALL,L3B4E,LCALL L3B4E
10E7,L10E4,LCALL,L384B,LCALL L384B
10EA,L10E4,LCALL,L3AAE,LCALL L3AAE
10F0,L10E4,LJMP,L110E,LJMP L110E
10F5,L10F3,LCALL,L3B91,LCALL L3B91
10F8,L10F3,LJMP,L110E,LJMP L110E
10FB,L10FB,CJNE,L110E,"CJNE A,#20h,L110E"
1102,L10FB,JZ,L110E,JZ L110E
1104,L10FB,LCALL,L3B56,LCALL L3B56
110B,L10FB,LCALL,L15D5,LCALL L15D5
110E,L110E,LJMP,L585F,LJMP L585F
1113,L1111,CJNE,L111E,"CJNE A,#2Fh,L111E"
111B,L1111,LJMP,L1170,LJMP L1170
111E,L111E,CJNE,L1133,"CJNE A,#02h,L1133"
1121,L111E,JB,L1138,"JB 2Ch.1,L1138"
1124,L111E,LCALL,L3B4E,LCALL L3B4E
1127,L111E,LCALL,L384B,LCALL L384B
112D,L111E,LCALL,L3AAE,LCALL L3AAE
1130,L111E,LJMP,L1170,LJMP L1170
1133,L1133,CJNE,L1143,"CJNE A,#3Dh,L1143"
1140,L1138,LJMP,L1170,LJMP L1170
1143,L1143,CJNE,L1157,"CJNE A,#20h,L1157"
1148,L1143,JZ,L1170,JZ L1170
114A,L1143,LCALL,L3B4E,LCALL L3B4E
1151,L1143,LCALL,L15D5,LCALL L15D5
1154,L1143,LJMP,L1170,LJMP L1170
1157,L1157,CJNE,L1170,"CJNE A,#01h,L1170"
115A,L1157,LCALL,L384B,LCALL L384B
115D,L1157,LCALL,L3BAD,LCALL L3BAD
1160,L1157,CJNE,L116B,"CJNE R4,#01h,L116B"
1165,L1157,LCALL,L3B91,LCALL L3B91
1168,L1157,LJMP,L1170,LJMP L1170
116B,L116B,LCALL,L3C28,LCALL L3C28
116E,L116B,SJMP,L1138,SJMP L1138
1170,L1170,LJMP,L585F,LJMP L585F
1175,L1173,LCALL,L3BEC,LCALL L3BEC
117A,L1173,JNZ,L117E,JNZ L117E
117E,L117E,LCALL,L0355,LCALL L0355
1184,L117E,LJMP,L585F,LJMP L585F
1189,L1187,CJNE,L118F,"CJNE A,#3Dh,L118F"
118C,L1187,JB,L119C,"JB 24h.5,L119C"
1193,L118F,LCALL,L0355,LCALL L0355
1199,L118F,LJMP,L585F,LJMP L585F
119F,L119C,LJMP,L585F,LJMP L585F
11A4,L11A2,CJNE,L11AF,"CJNE A,#2Fh,L11AF"
11AC,L11A2,LJMP,L585F,LJMP L585F
11AF,L11AF,CJNE,L11CA,"CJNE A,#02h,L11CA"
11B2,L11AF,JB,L11CD,"JB 2Ch.1,L11CD"
11B5,L11B5,LCALL,L3B20,LCALL L3B20
11B8,L11B5,LCALL,L387A,LCALL L387A
11BB,L11B5,LCALL,L3AAE,LCALL L3AAE
11BE,L11B5,LCALL,L387A,LCALL L387A
11C4,L11B5,LCALL,L3C05,LCALL L3C05
11C7,L11B5,LJMP,L585F,LJMP L585F
11CA,L11CA,CJNE,L11D0,"CJNE A,#3Dh,L11D0"
11CD,L11CD,LJMP,L0BEC,LJMP L0BEC
11D0,L11D0,CJNE,L1219,"CJNE A,#01h,L1219"
11D7,L11D0,JNB,L11F7,"JNB ACC.7,L11F7"
11E1,L11D0,LCALL,L03F3,LCALL L03F3
11E4,L11D0,CJNE,L11EE,"CJNE A,#79h,L11EE"
11EE,L11EE,LCALL,L39E0,LCALL L39E0
11F4,L11EE,LJMP,L585F,LJMP L585F
11F7,L11F7,LCALL,L387A,LCALL L387A
1206,L11F7,LCALL,L04C4,LCALL L04C4
1209,L11F7,LCALL,L03F3,LCALL L03F3
120C,L11F7,CJNE,L1216,"CJNE A,#79h,L1216"
1216,L1216,LJMP,L130F,LJMP L130F
1219,L1219,CJNE,L1267,"CJNE A,#20h,L1267"
121E,L1219,JZ,L1267,JZ L1267
1224,L1219,LCALL,L15D5,LCALL L15D5
1229,L1219,JNZ,L1267,JNZ L1267
122B,L1219,LCALL,L387A,LCALL L387A
122E,L1219,LCALL,L3BAD,LCALL L3BAD
1231,L1219,CJNE,L1267,"CJNE R4,#00h,L1267"
1236,L1219,CJNE,L1245,"CJNE A,#02h,L1245"
123C,L1219,LCALL,L3C05,LCALL L3C05
123F,L1219,LCALL,L03F3,LCALL L03F3
1242,L1219,LJMP,L1259,LJMP L1259
1248,L1245,LCALL,L3C05,LCALL L3C05
1253,L1245,CJNE,L125C,"CJNE A,#0Ah,L125C"
1256,L1245,LJMP,L125C,LJMP L125C
1259,L1259,CJNE,L125C,"CJNE A,#10h,L125C"
125C,L125C,JC,L1261,JC L1261
125E,L125C,LJMP,L11B5,LJMP L11B5
1264,L1261,LCALL,L39E0,LCALL L39E0
1267,L1267,LJMP,L585F,LJMP L585F
126C,L126A,CJNE,L128B,"CJNE A,#3Fh,L128B"
1273,L126A,LCALL,L0355,LCALL L0355
1279,L126A,LCALL,L45DF,LCALL L45DF
127C,L126A,LCALL,L387A,LCALL L387A
1286,L1284,DJNZ,L1284,"DJNZ R3,L1284"
1288,L1288,LJMP,L585F,LJMP L585F
128B,L128B,CJNE,L1297,"CJNE A,#40h,L1297"
128E,L128B,LCALL,L1653,LCALL L1653
1294,L128B,LJMP,L585F,LJMP L585F
1297,L1297,CJNE,L1288,"CJNE A,#02h,L1288"
129E,L1297,LCALL,L45DF,LCALL L45DF
12A1,L1297,LJMP,L12B4,LJMP L12B4
12A6,L12A4,CJNE,L12B1,"CJNE A,#2Fh,L12B1"
12AE,L12A4,LJMP,L585F,LJMP L585F
12B1,L12B1,CJNE,L12CF,"CJNE A,#02h,L12CF"
12B4,L12B4,LCALL,L3B20,LCALL L3B20
12B7,L12B4,LCALL,L387A,LCALL L387A
12BD,L12B4,LCALL,L3AAE,LCALL L3AAE
12C0,L12B4,LCALL,L387A,LCALL L387A
12C6,L12B4,LCALL,L3C05,LCALL L3C05
12CC,L12B4,LJMP,L585F,LJMP L585F
12CF,L12CF,CJNE,L12E7,"CJNE A,#3Dh,L12E7"
12D2,L12CF,LCALL,L387A,LCALL L387A
12D8,L12CF,LCALL,L3AAE,LCALL L3AAE
12DB,L12CF,LCALL,L387A,LCALL L387A
12E1,L12CF,LCALL,L3C05,LCALL L3C05
12E4,L12CF,LJMP,L0BEC,LJMP L0BEC
12E7,L12E7,CJNE,L130C,"CJNE A,#04h,L130C"
12F1,L12E7,LCALL,L45B3,LCALL L45B3
12F7,L12E7,LCALL,L387A,LCALL L387A
1306,L12E7,LCALL,L04C4,LCALL L04C4
1309,L12E7,LJMP,L585F,LJMP L585F
130C,L130C,CJNE,L134F,"CJNE A,#01h,L134F"
130F,L130F,LCALL,L387A,LCALL L387A
1315,L130F,CJNE,L131B,"CJNE R3,#02h,L131B"
131D,L131B,LCALL,L03F3,LCALL L03F3
1323,L131B,CJNE,L1327,"CJNE A,B,L1327"
1327,L1327,CJNE,L132A,"CJNE A,#0Ah,L132A"
132A,L132A,JC,L133C,JC L133C
1339,L132A,LJMP,L1346,LJMP L1346
1346,L1346,LCALL,L03F3,LCALL L03F3
1349,L1346,LCALL,L39E0,LCALL L39E0
134F,L134F,LJMP,L585F,LJMP L585F
1354,L1352,CJNE,L1382,"CJNE A,#02h,L1382"
1357,L1357,LCALL,L03F3,LCALL L03F3
135A,L1357,CJNE,L1374,"CJNE A,#79h,L1374"
135D,L1357,JB,L1364,"JB 29h.5,L1364"
1368,L1364,LCALL,L0355,LCALL L0355
136E,L1364,LCALL,L45DF,LCALL L45DF
1371,L1371,LJMP,L585F,LJMP L585F
1374,L1374,LCALL,L1653,LCALL L1653
1377,L1374,LCALL,L4541,LCALL L4541
137F,L1374,LJMP,L585F,LJMP L585F
1382,L1382,CJNE,L1371,"CJNE A,#41h,L1371"
1387,L1382,LCALL,L39FC,LCALL L39FC
138A,L1382,JZ,L1357,JZ L1357
138C,L1382,LJMP,L585F,LJMP L585F
1391,L138F,CJNE,L13AC,"CJNE A,#01h,L13AC"
1394,L138F,LCALL,L389D,LCALL L389D
1397,L138F,JZ,L13A6,JZ L13A6
13A3,L138F,LJMP,L585F,LJMP L585F
13A9,L13A6,LJMP,L585F,LJMP L585F
13AC,L13AC,CJNE,L13BC,"CJNE A,#20h,L13BC"
13B3,L13AC,JZ,L13BC,JZ L13BC
13B9,L13AC,LCALL,L15EF,LCALL L15EF
13BC,L13BC,LJMP,L585F,LJMP L585F
13C1,L13BF,CJNE,L13EA,"CJNE A,#2Fh,L13EA"
13C4,L13BF,JB,L13DC,"JB 26h.5,L13DC"
13D1,L13C7,LCALL,L5977,LCALL L5977
13D9,L13C7,LJMP,L585F,LJMP L585F
13DC,L13DC,JBC,L13C7,"JBC 27h.7,L13C7"
13E7,L13DC,LJMP,L585F,LJMP L585F
13EA,L13EA,CJNE,L1406,"CJNE A,#3Dh,L1406"
13F2,L13EA,JBC,L13FB,"JBC 27h.7,L13FB"
13F5,L13EA,LCALL,L1611,LCALL L1611
13F8,L13EA,LJMP,L585F,LJMP L585F
13FB,L13FB,LCALL,L061E,LCALL L061E
1400,L13FB,LCALL,L0685,LCALL L0685
1403,L13FB,LJMP,L585F,LJMP L585F
1406,L1406,CJNE,L1434,"CJNE A,#3Eh,L1434"
1409,L1406,JBC,L141F,"JBC 27h.2,L141F"
140E,L1406,LCALL,L4587,LCALL L4587
1411,L1406,LCALL,L1635,LCALL L1635
141C,L1406,LJMP,L585F,LJMP L585F
141F,L141F,JBC,L142C,"JBC 27h.7,L142C"
1422,L141F,LCALL,L067D,LCALL L067D
1427,L141F,LCALL,L061E,LCALL L061E
142A,L141F,SJMP,L13C7,SJMP L13C7
142C,L142C,LCALL,L0685,LCALL L0685
142F,L142C,LCALL,L061E,LCALL L061E
1432,L142C,SJMP,L13C7,SJMP L13C7
1434,L1434,CJNE,L146C,"CJNE A,#20h,L146C"
1437,L1434,JNB,L146C,"JNB 26h.5,L146C"
143A,L1434,JNB,L146C,"JNB 27h.2,L146C"
143E,L1434,CJNE,L1441,"CJNE A,#05h,L1441"
1441,L1441,JNC,L146F,JNC L146F
1443,L1441,JZ,L146F,JZ L146F
144A,L1441,LCALL,L067D,LCALL L067D
144F,L1441,LCALL,L061E,LCALL L061E
145E,L1441,LCALL,L5977,LCALL L5977
1461,L1441,LCALL,L1611,LCALL L1611
1469,L1441,LJMP,L585F,LJMP L585F
146C,L146C,LJMP,L585F,LJMP L585F
1477,L146F,LJMP,L585F,LJMP L585F
147C,L147A,CJNE,L1494,"CJNE A,#2Fh,L1494"
1489,L147F,LCALL,L5977,LCALL L5977
1491,L1491,LJMP,L585F,LJMP L585F
